DB	DB_Object_ID	DB_Object_Symbol	Qualifier	Ontology_ID ID	Ontology_ID Name	Reference	Evidence_Code	With	Aspect	DB_Object_Name	DB_Object_Synonym	DB_Object_Type	taxon	Date	Assigned_by	Properties ID	Properties Name	Date Created	
	Rv3028c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3029c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3030			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3033			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3038c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3039c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3040c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3044			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3045			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3051c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3057c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3058c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3075c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3090			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3091			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3099c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3101c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3102c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3127			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3131			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3132c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3133c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3134c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3137			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3139			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3140			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3141			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3148			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3151			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3161c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3169			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3193c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3203			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3205c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3208			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3218			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3224			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3229c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3237c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3240c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3246c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3248c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3255c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3256c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3264c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3265c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3269			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3270			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3273			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3274c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3280			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3283			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3285			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3295			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3301c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3302c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3304			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3315c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3319			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3336c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3339c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3356c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3384c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3389c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3390			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3392c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3401			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3410c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3417c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3418c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3436c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3437			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3438			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3442c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3443c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3456c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3457c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3458c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3459c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3460c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3485c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3490			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3509c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3519			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3520c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3528c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3538			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3547			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3569c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3570c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3582c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3584			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3592			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3596c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3597c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3600c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3610c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3614c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3616c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3617			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3623			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3628			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3633			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3634c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3646c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3667			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3676			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3679			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3680			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3682			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3683			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3684			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3691			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3692			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3702c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3708c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3709c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3716c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3718c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3720			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3726			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3734c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3761c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3763			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3767c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3773c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3774			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3775			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3777			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3778c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3780			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3781			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3782			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3790			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3791			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3799c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3800c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3801c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3804c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3806c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3808c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3816c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3825c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3834c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3841			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3846			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3849			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3850			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3858c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3859c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3866			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3867			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3868			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3874			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3875			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3880c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3888c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3907c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3910			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3914			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv3920c			GO:0005886	plasma membrane	PMID:14532352	IDA		C			protein	organism:1773	20100531	rwst			May 31, 2010	
	Rv2130c	mshC		GO:0010125	mycothiol biosynthetic process	PMID:12033919	TAS		P		cysS2	protein	organism:1773	20100413	rwst			Jun 2, 2010	
	Rv3137	impC		GO:0040007	growth	PMID:20167072	IMP		P			protein	organism:1773	20100602	rwst			Jun 2, 2010	
	Rv2131c	cysQ		GO:0040007	growth	PMID:20167072	IMP		P			protein	organism:1773	20100602	rwst			Jun 3, 2010	
	Rv0486	mshA		GO:0010125	mycothiol biosynthetic process	PMID:18651841	IMP		P			protein	organism:1773	20100602	rwst			Jun 3, 2010	
	Rv0486	mshA		GO:0008375	acetylglucosaminyltransferase activity	PMID:16940050	IDA		F			protein	organism:1773	20100602	rwst			Jun 3, 2010	
	Rv2031c	hspX		GO:0005886	plasma membrane	PMID:1563797	IDA		C			protein	organism:1773	20100604	rwst			Jun 3, 2010	
	Rv0934	phoS1		GO:0005618	cell wall	PMID:1612766	IDA		C			protein	organism:1773	20100604	rwst			Jun 4, 2010	
	Rv0934	phoS1		GO:0016036	cellular response to phosphate starvation	PMID:1612766	IEP		P			protein	organism:1773	20100604	rwst			Jun 4, 2010	
	Rv0350	dnaK		GO:0009408	response to heat	PMID:1679042	IEP		P			protein	organism:1773	20100604	rwst			Jun 4, 2010	
	Rv3417c	groEL1		GO:0009408	response to heat	PMID:1679042	IEP		P			protein	organism:1773	20100604	rwst			Jun 4, 2010	
	Rv3418c	groES		GO:0009408	response to heat	PMID:1679042	IEP		P			protein	organism:1773	20100604	rwst			Jun 4, 2010	
	Rv2737c	recA		GO:0000725	recombinational repair	PMID:1909321	IMP		P			protein	organism:1773	20100604	rwst			Jun 4, 2010	
	Rv2737c	recA		GO:0009650	UV protection	PMID:1909321	IMP		P			protein	organism:1773	20100604	rwst			Jun 4, 2010	
	Rv0934	pstS1		GO:0016036	cellular response to phosphate starvation	PMID:2118164	IEP		P			protein	organism:1773	20100604	rwst			Jun 4, 2010	
	Rv3227	aroA		GO:0003866	3-phosphoshikimate 1-carboxyvinyltransferase activity	PMID:2123856	IMP		F			protein	organism:1773	20100604	rwst			Jun 4, 2010	
	Rv3810	erp		GO:0005576	extracellular region	PMID:7496523	IDA		C			protein	organism:1773	20100604	rwst			Jun 4, 2010	
	Rv3914	trxA		GO:0009055	electron carrier activity	PMID:7591163	IDA		F			protein	organism:1773	20100604	rwst			Jun 4, 2010	
	Rv3331			GO:0005365	myo-inositol transmembrane transporter activity	PMID:16940050	ISS		F			protein	organism:1773	20100605	rwst			Jun 4, 2010	
	Rv2703	sigA		GO:0009405	pathogenesis	PMID:7644534	IMP		P			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv3846	sodA		GO:0042803	protein homodimerization activity	PMID:7877174	IDA		F			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv3846	sodA		GO:0051289	protein homotetramerization	PMID:7877174	IDA		P			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv0934	pstS1		GO:0042301	phosphate ion binding	PMID:8294447	IDA		F			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv3286c	sigF		GO:0006995	cellular response to nitrogen starvation	PMID:8610119	IEP		P			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv3286c	sigF		GO:0070417	cellular response to cold	PMID:8610119	IEP		P			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv2737c	recA		GO:0003697	single-stranded DNA binding	PMID:8639660	IDA		F			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv2737c	recA		GO:0005524	ATP binding	PMID:8639660	IDA		F			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv2737c	recA		GO:0016887	ATPase activity	PMID:8639660	IDA		F			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv1536	ileS		GO:0004822	isoleucine-tRNA ligase activity	PMID:8756461	IMP		F			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv0780	purC		GO:0006164	purine nucleotide biosynthetic process	PMID:8828210	IMP		P			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv0803	purL		GO:0006164	purine nucleotide biosynthetic process	PMID:8828210	IMP		P			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv0251c	hsp20		GO:0071451	cellular response to superoxide	PMID:8900541	IEP		P			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv0350	dnaK		GO:0071451	cellular response to superoxide	PMID:8900541	IEP		P			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv2299c	hsp90		GO:0071451	cellular response to superoxide	PMID:8900541	IEP		P			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv3646c	topA		GO:0003917	DNA topoisomerase type I activity	PMID:8921893	IDA		F			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv3646c	topA		GO:0000287	magnesium ion binding	PMID:8921893	IDA		F			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv3418c	groS		GO:0034605	cellular response to heat	PMID:8954912	IMP		P			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv3418c	groS		GO:0006355	regulation of transcription, DNA-dependent	PMID:8954912	IMP		P			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv2720	lexA		GO:0003677	DNA binding	PMID:9084177	IDA		F			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv2773c	dapB		GO:0019877	diaminopimelate biosynthetic process	PMID:9098082	IDA		P			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv2773c	dapB		GO:0008839	dihydrodipicolinate reductase activity	PMID:9098082	IDA		F			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv2392	cysH		GO:0043866	adenylyl-sulfate reductase (thioredoxin) activity	PMID:12072441	IMP		F			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv1286	cysN		GO:0004020	adenylylsulfate kinase activity	PMID:12072441	IMP		F			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv0295c	stf0		GO:0008146	sulfotransferase activity	PMID:15258569	IDA		F			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv0295c	stf0		GO:0046506	sulfolipid biosynthetic process	PMID:15258569	IDA		P			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv0295c	stf0		GO:0042803	protein homodimerization activity	PMID:15258569	IDA		F			protein	organism:1773	20100605	rwst			Jun 5, 2010	
	Rv0934	pstS1		GO:0005886	plasma membrane	PMID:9139906	IDA		C			protein	organism:1773	20100606	rwst			Jun 5, 2010	
	Rv0932c	pstS2		GO:0005886	plasma membrane	PMID:9139906	IDA		C			protein	organism:1773	20100606	rwst			Jun 6, 2010	
	Rv0928	pstS3		GO:0005886	plasma membrane	PMID:9139906	IDA		C			protein	organism:1773	20100606	rwst			Jun 6, 2010	
	Rv2737c	recA		GO:0006974	response to DNA damage stimulus	PMID:9171394	IGI		P			protein	organism:1773	20100606	rwst			Jun 6, 2010	
	Rv2720	lexA		GO:0003677	DNA binding	PMID:9171394	IDA		F			protein	organism:1773	20100606	rwst			Jun 6, 2010	
	Rv1908c	katG		GO:0042803	protein homodimerization activity	PMID:9395452	IDA		F			protein	organism:1773	20100606	rwst			Jun 6, 2010	
	Rv1908c	katG		GO:0042744	hydrogen peroxide catabolic process	PMID:9395452	IDA		P			protein	organism:1773	20100606	rwst			Jun 6, 2010	
	Rv1908c	katG		GO:0004096	catalase activity	PMID:9395452	IDA		F			protein	organism:1773	20100606	rwst			Jun 6, 2010	
	UniProtKB:Q02278	fadD28		GO:0071770	DIM/DIP cell wall layer assembly	PMID:9525903	IMP		P			protein	organism:1765	20100606	rwst			Jun 6, 2010	
	Rv0798c	cfp29		GO:0005576	extracellular region	PMID:9596740	IDA		C			protein	organism:1773	20100606	rwst			Jun 6, 2010	
